city,country,date,pm25,pm10,no2,so2,co,o3,temperature_c,humidity,wind_kph,aqi,category
Los Angeles,USA,2019-01-01,91.70611568963375,141.15371992571775,23.89388559063052,4.664359645859239,0.7637804369378767,32.79041292200138,22.073606993645683,51.28682798964728,9.899320771287409,93.28160632736562,Moderate
Los Angeles,USA,2019-02-01,83.88898386444926,118.69065254647184,22.60733729802316,4.491913169127567,0.6875424941518054,14.871688796655762,22.199731328166916,43.87963886718184,7.350785194658834,83.20767949928428,Moderate
Los Angeles,USA,2019-03-01,111.99358511840198,136.6102532610815,31.854043633952095,18.565215439061507,0.9520516851328078,22.56193761438241,20.052204403197212,46.666065229489135,17.521810091755434,107.22412293798078,Unhealthy for Sensitive
Los Angeles,USA,2019-04-01,99.23795386864514,135.36964897684948,29.915522077802883,11.292841659119532,0.6884578142088198,28.22544912103189,16.454094450202845,58.132953925071334,6.161319504480898,96.49283246642547,Moderate
Los Angeles,USA,2019-05-01,78.46756730456217,131.96289225696898,35.23514392479738,11.542666294109717,1.0495572885466098,11.248892533504534,12.577194543086177,67.27537923358304,11.579484160917037,87.49220611207694,Moderate
Los Angeles,USA,2019-06-01,74.5854086851628,106.33027504619612,22.95526987162315,10.63891857485105,0.7229835439167366,18.230779996940413,24.281734021886074,72.96499283743927,16.725120476464795,75.54266264666659,Moderate
Los Angeles,USA,2019-07-01,75.67493557482729,122.43160682083897,22.526300993190283,3.475540131357552,0.919929395156964,28.22267878729345,12.127316839195899,77.69574517051052,8.407168242177287,81.34320675995285,Moderate
Los Angeles,USA,2019-08-01,90.76309088426409,125.55521167431847,22.372491074631768,7.418241408476236,0.4709760490789751,38.61395605508414,20.766255965261784,61.96260941335073,17.258574623256024,86.51590646367507,Moderate
Los Angeles,USA,2019-09-01,45.64835056657764,50.90939034846184,22.914965997157406,1.0,0.7352932427109965,47.695578944102806,6.472748279590663,56.313880213819616,4.2877337091737795,47.21531743646466,Good
Los Angeles,USA,2019-10-01,66.27444590912391,75.96297102205885,20.949690270169814,2.2411858579871033,0.3996485912830926,49.15402117702074,7.301257767617791,57.05359694349442,12.053069732453425,61.04871668973402,Moderate
Los Angeles,USA,2019-11-01,78.25022240783106,123.98466768217507,24.08890588641873,4.185383014718138,0.6614200197979073,36.093952210918836,3.7649658932262855,83.43613132101554,9.100138509128643,80.7701577677546,Moderate
Los Angeles,USA,2019-12-01,48.883433282737315,60.28621201184353,22.764143551110127,5.305189783753024,0.43954454615567606,33.38714288333992,12.828355997701765,90.79278851815795,11.698311251327356,48.05916218867887,Good
Los Angeles,USA,2020-01-01,88.83615054217212,149.01983326581956,24.404432673870662,7.94434758646508,0.3652990756019553,19.274681655643423,8.051896744177666,61.535215238245,10.269562877807948,89.1990910018738,Moderate
Los Angeles,USA,2020-02-01,82.83535822426121,104.96796185646545,30.031498435451223,9.089583772323298,0.8603094684667224,24.652882302947567,11.819253736663276,74.64234221772531,16.007732130747097,82.30105183406216,Moderate
Los Angeles,USA,2020-03-01,103.89818325585989,137.2152011744534,26.38515439948647,15.102367263582693,1.1516702314552683,12.533337776857921,24.198518677936384,48.26838574802791,17.424701240936688,103.93716794290795,Unhealthy for Sensitive
Los Angeles,USA,2020-04-01,116.2248052976405,129.00403613987496,41.988715325083035,6.681343040134935,0.9137125949612054,9.376962862738951,28.31514701444627,41.20863648649295,20.19973762007016,108.87168788867966,Unhealthy for Sensitive
Los Angeles,USA,2020-05-01,85.00676038330849,140.67056172382752,31.083761908198984,9.816516268643547,0.9844294404636809,31.77835207134219,27.34539116718726,76.12817084733439,23.888701672646206,92.0908391702073,Moderate
Los Angeles,USA,2020-06-01,86.85165435955223,142.29162353293106,28.35306626323596,10.446315049411936,0.9563645743554621,12.63049289121918,10.756803708410066,65.32912348425347,14.187938692932745,92.96826969219576,Moderate
